,date,UNH,overlap,JNJ,PFE,TMO,ABT,ABBV,LLY,DHR,MRK,MDT
537,2018-07-08,26.0,1.0,7.0,6.0,29.0,69.0,2.0,49.0,21.0,7.0,21.0
538,2018-07-09,39.0,1.0,18.0,21.0,67.0,82.0,14.0,45.0,85.0,16.0,52.0
539,2018-07-10,30.0,1.0,27.0,30.0,42.0,58.0,17.0,25.0,47.0,8.0,56.0
540,2018-07-11,26.0,1.0,18.0,31.0,56.0,62.0,26.0,24.0,50.0,6.0,50.0
541,2018-07-12,30.0,1.0,29.0,26.0,41.0,57.0,10.0,59.0,59.0,8.0,49.0
542,2018-07-13,30.0,1.0,40.0,27.0,34.0,58.0,7.0,25.0,37.0,19.0,44.0
543,2018-07-14,22.0,1.0,12.0,7.0,27.0,58.0,0.0,4.0,30.0,7.0,21.0
544,2018-07-15,17.0,1.0,10.0,4.0,26.0,52.0,5.0,28.0,30.0,8.0,26.0
545,2018-07-16,34.0,1.0,29.0,12.0,45.0,50.0,11.0,45.0,36.0,11.0,49.0
546,2018-07-17,40.0,1.0,38.0,22.0,38.0,60.0,13.0,14.0,55.0,8.0,54.0
547,2018-07-18,30.0,1.0,30.0,15.0,40.0,76.0,10.0,14.0,55.0,12.0,35.0
548,2018-07-19,43.0,1.0,23.0,15.0,34.0,60.0,31.0,44.0,71.0,8.0,43.0
549,2018-07-20,33.0,1.0,20.0,24.0,39.0,59.0,21.0,21.0,35.0,10.0,40.0
550,2018-07-21,18.0,1.0,6.0,7.0,35.0,69.0,8.0,39.0,33.0,8.0,36.0
551,2018-07-22,25.0,1.0,5.0,11.0,16.0,55.0,6.0,46.0,24.0,11.0,36.0
552,2018-07-23,27.0,1.0,15.0,25.0,46.0,64.0,13.0,30.0,38.0,10.0,65.0
553,2018-07-24,31.0,1.0,21.0,12.0,37.0,58.0,10.0,44.0,50.0,14.0,55.0
554,2018-07-25,24.0,1.0,29.0,16.0,43.0,57.0,17.0,44.0,49.0,12.0,48.0
555,2018-07-26,29.0,1.0,22.0,23.0,42.0,61.0,17.0,26.0,63.0,33.0,53.0
556,2018-07-27,21.0,1.0,24.0,17.0,56.0,56.0,28.0,62.0,44.0,100.0,44.0
557,2018-07-28,15.0,1.0,4.0,4.0,25.0,40.0,2.0,20.0,26.0,20.0,38.0
558,2018-07-29,21.0,1.0,7.0,4.0,25.0,52.0,5.0,43.0,31.0,10.0,19.0
559,2018-07-30,31.0,1.0,21.0,15.0,30.0,70.0,10.0,27.0,47.0,7.0,55.0
560,2018-07-31,25.0,1.0,25.0,22.0,43.0,54.0,11.0,42.0,40.0,10.0,52.0
561,2018-08-01,41.0,1.0,23.0,21.0,33.0,46.0,7.0,22.0,52.0,8.0,46.0
562,2018-08-02,29.0,1.0,29.0,32.0,37.0,63.0,12.0,48.0,52.0,8.0,53.0
563,2018-08-03,17.0,1.0,21.0,20.0,25.0,59.0,13.0,64.0,43.0,7.0,66.0
564,2018-08-04,11.0,1.0,8.0,7.0,32.0,65.0,3.0,30.0,17.0,5.0,26.0
565,2018-08-05,17.0,1.0,8.0,7.0,13.0,46.0,0.0,15.0,23.0,12.0,38.0
566,2018-08-06,33.0,1.0,26.0,18.0,37.0,62.0,23.0,66.0,63.0,10.0,42.0
567,2018-08-07,24.0,1.0,19.0,19.0,31.0,60.0,9.0,26.0,68.0,16.0,51.0
568,2018-08-08,29.0,1.0,12.0,21.0,29.0,58.0,24.0,36.0,35.0,11.0,44.0
569,2018-08-09,26.0,1.0,17.0,29.0,40.0,61.0,3.0,26.0,48.0,7.0,55.0
570,2018-08-10,31.0,1.0,15.0,25.0,32.0,60.0,12.0,14.0,52.0,14.0,46.0
571,2018-08-11,12.0,1.0,8.0,9.0,25.0,63.0,9.0,8.0,29.0,6.0,34.0
572,2018-08-12,32.0,,6.0,10.0,20.0,73.0,0.0,40.0,31.0,4.0,29.0
573,2018-08-13,36.0,,19.0,10.0,27.0,53.0,12.0,42.0,61.0,10.0,35.0
574,2018-08-14,24.0,,24.0,19.0,32.0,63.0,8.0,35.0,61.0,8.0,58.0
575,2018-08-15,32.0,,19.0,16.0,42.0,69.0,12.0,58.0,46.0,7.0,59.0
576,2018-08-16,27.0,,32.0,28.0,32.0,58.0,12.0,43.0,35.0,11.0,54.0
577,2018-08-17,21.0,,23.0,25.0,35.0,55.0,0.0,58.0,46.0,11.0,59.0
578,2018-08-18,13.0,,6.0,14.0,24.0,46.0,3.0,50.0,20.0,8.0,33.0
579,2018-08-19,29.0,,9.0,2.0,21.0,61.0,0.0,25.0,16.0,9.0,24.0
580,2018-08-20,34.0,,17.0,30.0,33.0,76.0,12.0,44.0,28.0,10.0,33.0
581,2018-08-21,41.0,,23.0,12.0,30.0,62.0,9.0,43.0,52.0,11.0,48.0
582,2018-08-22,34.0,,21.0,18.0,28.0,58.0,18.0,14.0,28.0,13.0,81.0
583,2018-08-23,35.0,,32.0,16.0,19.0,65.0,6.0,14.0,42.0,2.0,48.0
584,2018-08-24,48.0,,23.0,14.0,22.0,52.0,0.0,59.0,61.0,14.0,32.0
585,2018-08-25,54.0,,9.0,8.0,21.0,74.0,3.0,16.0,23.0,8.0,34.0
586,2018-08-26,53.0,,6.0,4.0,5.0,53.0,13.0,8.0,39.0,4.0,26.0
587,2018-08-27,73.0,,23.0,29.0,59.0,57.0,20.0,35.0,59.0,11.0,54.0
588,2018-08-28,74.0,,25.0,22.0,40.0,80.0,6.0,42.0,61.0,4.0,60.0
589,2018-08-29,65.0,,22.0,20.0,27.0,73.0,20.0,41.0,44.0,13.0,46.0
590,2018-08-30,62.0,,22.0,19.0,11.0,65.0,12.0,35.0,41.0,8.0,66.0
591,2018-08-31,60.0,,24.0,13.0,36.0,66.0,9.0,73.0,25.0,8.0,59.0
592,2018-09-01,39.0,,9.0,10.0,23.0,54.0,6.0,31.0,43.0,4.0,36.0
593,2018-09-02,25.0,,3.0,4.0,31.0,53.0,0.0,24.0,20.0,0.0,32.0
594,2018-09-03,30.0,,14.0,16.0,39.0,73.0,6.0,36.0,42.0,8.0,30.0
595,2018-09-04,40.0,,18.0,20.0,38.0,78.0,6.0,21.0,44.0,5.0,48.0
596,2018-09-05,43.0,,20.0,27.0,26.0,60.0,8.0,76.0,63.0,6.0,51.0
597,2018-09-06,63.0,,16.0,12.0,31.0,61.0,14.0,41.0,46.0,8.0,55.0
598,2018-09-07,38.0,,13.0,21.0,30.0,51.0,6.0,58.0,57.0,11.0,31.0
599,2018-09-08,51.0,,12.0,6.0,18.0,52.0,0.0,48.0,23.0,4.0,8.0
600,2018-09-09,63.0,,1.0,7.0,17.0,50.0,3.0,39.0,26.0,1.0,37.0
601,2018-09-10,47.0,,14.0,15.0,24.0,63.0,0.0,41.0,93.0,2.0,60.0
602,2018-09-11,53.0,,25.0,27.0,27.0,52.0,12.0,41.0,37.0,9.0,42.0
603,2018-09-12,51.0,,26.0,8.0,22.0,42.0,3.0,34.0,57.0,9.0,55.0
604,2018-09-13,49.0,,21.0,24.0,38.0,62.0,20.0,35.0,37.0,11.0,49.0
605,2018-09-14,53.0,,18.0,16.0,26.0,50.0,15.0,43.0,62.0,14.0,49.0
606,2018-09-15,48.0,,6.0,16.0,23.0,44.0,0.0,48.0,23.0,5.0,28.0
607,2018-09-16,45.0,,4.0,7.0,25.0,51.0,0.0,39.0,34.0,5.0,14.0
608,2018-09-17,44.0,,13.0,30.0,31.0,63.0,8.0,41.0,59.0,11.0,42.0
609,2018-09-18,41.0,,21.0,17.0,35.0,58.0,14.0,34.0,20.0,10.0,47.0
610,2018-09-19,26.0,,34.0,44.0,17.0,65.0,14.0,14.0,46.0,10.0,49.0
611,2018-09-20,42.0,,19.0,19.0,42.0,47.0,12.0,21.0,37.0,5.0,52.0
612,2018-09-21,29.0,,26.0,16.0,18.0,58.0,3.0,36.0,45.0,13.0,57.0
613,2018-09-22,45.0,,5.0,8.0,13.0,61.0,6.0,8.0,35.0,6.0,25.0
614,2018-09-23,29.0,,3.0,10.0,10.0,49.0,3.0,54.0,15.0,7.0,25.0
615,2018-09-24,38.0,,22.0,27.0,29.0,68.0,6.0,34.0,33.0,12.0,40.0
616,2018-09-25,44.0,,23.0,23.0,24.0,62.0,8.0,61.0,30.0,2.0,49.0
617,2018-09-26,44.0,,20.0,14.0,33.0,63.0,11.0,48.0,43.0,9.0,42.0
618,2018-09-27,26.0,,21.0,18.0,29.0,51.0,6.0,28.0,33.0,12.0,44.0
619,2018-09-28,40.0,,20.0,16.0,18.0,66.0,12.0,86.0,32.0,11.0,46.0
620,2018-09-29,38.0,,9.0,8.0,15.0,59.0,6.0,24.0,16.0,5.0,28.0
621,2018-09-30,19.0,,7.0,10.0,15.0,50.0,26.0,39.0,22.0,4.0,27.0
622,2018-10-01,43.0,,25.0,18.0,31.0,74.0,14.0,62.0,27.0,14.0,46.0
623,2018-10-02,44.0,,26.0,22.0,22.0,66.0,6.0,27.0,46.0,12.0,56.0
624,2018-10-03,34.0,,24.0,34.0,38.0,63.0,17.0,35.0,27.0,7.0,55.0
625,2018-10-04,38.0,,23.0,27.0,29.0,57.0,8.0,49.0,40.0,8.0,63.0
626,2018-10-05,31.0,,24.0,25.0,19.0,69.0,15.0,36.0,43.0,10.0,39.0
627,2018-10-06,50.0,,17.0,16.0,26.0,63.0,3.0,8.0,31.0,9.0,25.0
628,2018-10-07,22.0,,13.0,9.0,17.0,55.0,0.0,22.0,11.0,11.0,24.0
629,2018-10-08,17.0,,24.0,25.0,18.0,50.0,14.0,21.0,31.0,8.0,50.0
630,2018-10-09,36.0,,18.0,28.0,26.0,55.0,13.0,40.0,65.0,12.0,63.0
631,2018-10-10,39.0,,27.0,22.0,29.0,60.0,17.0,49.0,68.0,11.0,52.0
632,2018-10-11,49.0,,24.0,37.0,32.0,51.0,6.0,57.0,34.0,8.0,51.0
633,2018-10-12,54.0,,23.0,28.0,26.0,69.0,6.0,75.0,44.0,12.0,56.0
634,2018-10-13,51.0,,6.0,6.0,15.0,57.0,6.0,57.0,28.0,4.0,22.0
635,2018-10-14,30.0,,6.0,6.0,10.0,52.0,0.0,32.0,20.0,5.0,19.0
636,2018-10-15,41.0,,24.0,14.0,30.0,51.0,3.0,42.0,41.0,17.0,49.0
637,2018-10-16,51.0,,47.0,26.0,27.0,53.0,8.0,35.0,44.0,11.0,43.0
638,2018-10-17,44.0,,32.0,31.0,25.0,58.0,8.0,0.0,45.0,9.0,49.0
639,2018-10-18,48.0,,32.0,26.0,30.0,56.0,12.0,72.0,59.0,12.0,53.0
640,2018-10-19,37.0,1.0,22.0,26.0,27.0,56.0,16.0,31.0,48.0,8.0,54.0
641,2018-10-20,54.0,1.0,9.0,7.0,17.0,62.0,9.0,21.0,14.0,7.0,24.0
642,2018-10-21,44.0,1.0,7.0,15.0,21.0,57.0,8.0,32.0,9.0,7.0,36.0
643,2018-10-22,39.0,1.0,26.0,14.0,25.0,57.0,16.0,47.0,26.0,15.0,53.0
644,2018-10-23,42.0,1.0,19.0,22.0,14.0,47.0,18.0,78.0,40.0,9.0,77.0
645,2018-10-24,35.0,1.0,18.0,27.0,29.0,59.0,15.0,46.0,40.0,9.0,63.0
646,2018-10-25,37.0,1.0,16.0,23.0,23.0,62.0,20.0,30.0,37.0,15.0,40.0
647,2018-10-26,40.0,1.0,22.0,22.0,54.0,66.0,9.0,18.0,43.0,10.0,52.0
648,2018-10-27,33.0,1.0,8.0,5.0,30.0,51.0,5.0,31.0,25.0,7.0,41.0
649,2018-10-28,35.0,1.0,2.0,3.0,24.0,52.0,8.0,8.0,15.0,7.0,26.0
650,2018-10-29,43.0,1.0,16.0,26.0,22.0,55.0,8.0,47.0,47.0,12.0,54.0
651,2018-10-30,47.0,1.0,22.0,33.0,61.0,59.0,13.0,25.0,39.0,10.0,60.0
652,2018-10-31,38.0,1.0,22.0,19.0,55.0,50.0,22.0,29.0,33.0,15.0,70.0
653,2018-11-01,47.0,1.0,16.0,12.0,64.0,48.0,16.0,41.0,57.0,11.0,46.0
654,2018-11-02,36.0,1.0,18.0,14.0,50.0,72.0,29.0,42.0,46.0,10.0,51.0
655,2018-11-03,62.0,1.0,8.0,11.0,30.0,67.0,8.0,45.0,23.0,3.0,23.0
656,2018-11-04,28.0,1.0,7.0,9.0,18.0,60.0,0.0,20.0,15.0,10.0,22.0
657,2018-11-05,52.0,1.0,17.0,21.0,28.0,51.0,15.0,44.0,40.0,7.0,52.0
658,2018-11-06,59.0,1.0,21.0,13.0,39.0,38.0,10.0,57.0,43.0,8.0,59.0
659,2018-11-07,49.0,1.0,26.0,30.0,32.0,51.0,11.0,88.0,66.0,2.0,45.0
660,2018-11-08,34.0,1.0,22.0,22.0,37.0,73.0,17.0,35.0,62.0,11.0,52.0
661,2018-11-09,43.0,1.0,16.0,16.0,19.0,58.0,11.0,34.0,40.0,12.0,49.0
662,2018-11-10,49.0,1.0,6.0,5.0,24.0,56.0,7.0,24.0,26.0,9.0,22.0
663,2018-11-11,41.0,1.0,4.0,9.0,24.0,54.0,4.0,24.0,29.0,3.0,32.0
664,2018-11-12,42.0,1.0,10.0,17.0,23.0,79.0,9.0,42.0,40.0,9.0,48.0
665,2018-11-13,40.0,1.0,25.0,20.0,30.0,63.0,17.0,32.0,52.0,12.0,46.0
666,2018-11-14,45.0,1.0,19.0,24.0,31.0,59.0,9.0,50.0,44.0,16.0,45.0
667,2018-11-15,59.0,1.0,16.0,27.0,28.0,53.0,10.0,55.0,51.0,16.0,51.0
668,2018-11-16,49.0,1.0,24.0,23.0,17.0,57.0,6.0,41.0,37.0,12.0,52.0
669,2018-11-17,30.0,1.0,10.0,14.0,33.0,59.0,4.0,17.0,28.0,5.0,30.0
670,2018-11-18,37.0,1.0,5.0,7.0,14.0,55.0,4.0,41.0,39.0,6.0,24.0
671,2018-11-19,37.0,1.0,12.0,17.0,21.0,48.0,6.0,43.0,18.0,22.0,42.0
672,2018-11-20,30.0,1.0,24.0,21.0,24.0,55.0,16.0,24.0,66.0,15.0,57.0
673,2018-11-21,26.0,1.0,22.0,22.0,36.0,59.0,9.0,55.0,30.0,9.0,46.0
674,2018-11-22,12.0,1.0,13.0,9.0,26.0,58.0,2.0,40.0,24.0,5.0,51.0
675,2018-11-23,16.0,1.0,20.0,13.0,23.0,74.0,8.0,30.0,35.0,11.0,38.0
676,2018-11-24,31.0,1.0,4.0,7.0,27.0,61.0,7.0,52.0,27.0,14.0,38.0
677,2018-11-25,27.0,1.0,7.0,4.0,19.0,57.0,2.0,39.0,39.0,12.0,21.0
678,2018-11-26,46.0,1.0,20.0,15.0,16.0,57.0,7.0,27.0,58.0,10.0,53.0
679,2018-11-27,51.0,1.0,24.0,24.0,36.0,75.0,12.0,35.0,64.0,13.0,62.0
680,2018-11-28,52.0,1.0,32.0,20.0,32.0,71.0,10.0,31.0,35.0,12.0,38.0
681,2018-11-29,43.0,1.0,18.0,26.0,29.0,56.0,9.0,36.0,34.0,21.0,49.0
682,2018-11-30,46.0,1.0,26.0,20.0,23.0,64.0,5.0,32.0,60.0,8.0,45.0
683,2018-12-01,34.0,1.0,5.0,19.0,31.0,56.0,9.0,40.0,28.0,12.0,29.0
684,2018-12-02,18.0,1.0,8.0,6.0,9.0,49.0,4.0,16.0,20.0,9.0,38.0
685,2018-12-03,47.0,1.0,16.0,19.0,24.0,69.0,15.0,35.0,58.0,12.0,49.0
686,2018-12-04,53.0,1.0,26.0,24.0,26.0,51.0,6.0,43.0,47.0,8.0,52.0
687,2018-12-05,34.0,1.0,14.0,14.0,22.0,68.0,11.0,21.0,38.0,9.0,46.0
688,2018-12-06,35.0,1.0,24.0,25.0,30.0,54.0,6.0,65.0,41.0,8.0,44.0
689,2018-12-07,36.0,1.0,29.0,22.0,26.0,69.0,8.0,37.0,38.0,9.0,42.0
690,2018-12-08,41.0,1.0,4.0,5.0,15.0,69.0,4.0,13.0,24.0,7.0,17.0
691,2018-12-09,34.0,1.0,8.0,8.0,19.0,58.0,14.0,52.0,23.0,10.0,25.0
692,2018-12-10,38.0,1.0,22.0,18.0,32.0,69.0,17.0,18.0,39.0,16.0,29.0
693,2018-12-11,38.0,1.0,20.0,16.0,20.0,64.0,7.0,14.0,49.0,9.0,63.0
694,2018-12-12,35.0,1.0,20.0,18.0,15.0,52.0,2.0,33.0,26.0,16.0,47.0
695,2018-12-13,51.0,1.0,22.0,14.0,30.0,60.0,12.0,63.0,42.0,13.0,58.0
696,2018-12-14,48.0,1.0,100.0,16.0,24.0,64.0,8.0,25.0,38.0,12.0,38.0
697,2018-12-15,29.0,1.0,46.0,9.0,23.0,56.0,2.0,38.0,21.0,9.0,32.0
698,2018-12-16,46.0,1.0,16.0,8.0,12.0,61.0,4.0,46.0,25.0,10.0,32.0
699,2018-12-17,45.0,1.0,75.0,15.0,17.0,68.0,9.0,30.0,39.0,12.0,58.0
700,2018-12-18,38.0,1.0,60.0,13.0,43.0,67.0,13.0,38.0,48.0,10.0,57.0
701,2018-12-19,35.0,1.0,52.0,19.0,22.0,72.0,19.0,64.0,35.0,11.0,45.0
702,2018-12-20,24.0,1.0,48.0,19.0,21.0,51.0,18.0,49.0,32.0,10.0,40.0
703,2018-12-21,31.0,1.0,28.0,17.0,38.0,54.0,10.0,56.0,47.0,12.0,46.0
704,2018-12-22,15.0,1.0,16.0,11.0,23.0,54.0,0.0,13.0,15.0,8.0,20.0
705,2018-12-23,24.0,1.0,8.0,7.0,16.0,57.0,0.0,52.0,11.0,7.0,24.0
706,2018-12-24,15.0,1.0,24.0,6.0,24.0,58.0,4.0,30.0,33.0,7.0,29.0
707,2018-12-25,13.0,1.0,6.0,9.0,30.0,49.0,4.0,45.0,11.0,8.0,21.0
708,2018-12-26,27.0,1.0,26.0,22.0,14.0,63.0,19.0,52.0,30.0,13.0,40.0
709,2018-12-27,31.0,1.0,29.0,22.0,23.0,67.0,11.0,50.0,47.0,12.0,38.0
710,2018-12-28,26.0,1.0,26.0,14.0,29.0,49.0,5.0,29.0,36.0,16.0,29.0
711,2018-12-29,34.0,1.0,14.0,6.0,14.0,57.0,12.0,38.0,33.0,7.0,24.0
712,2018-12-30,15.0,1.0,7.0,15.0,17.0,49.0,0.0,34.0,17.0,7.0,29.0
713,2018-12-31,30.0,1.0,17.0,13.0,14.0,61.0,0.0,42.0,42.0,13.0,41.0
714,2019-01-01,26.0,1.0,10.0,4.0,20.0,45.0,2.0,53.0,22.0,4.0,21.0
715,2019-01-02,32.0,1.0,28.0,13.0,20.0,53.0,15.0,79.0,45.0,18.0,49.0
716,2019-01-03,29.0,1.0,32.0,13.0,18.0,51.0,12.0,30.0,54.0,12.0,53.0
717,2019-01-04,36.0,1.0,30.0,26.0,18.0,62.0,19.0,41.0,62.0,10.0,47.0
718,2019-01-05,32.0,1.0,9.0,3.0,16.0,62.0,10.0,25.0,18.0,10.0,34.0
719,2019-01-06,39.0,1.0,4.0,5.0,7.0,55.0,4.0,40.0,24.0,11.0,25.0
720,2019-01-07,42.0,1.0,23.0,22.0,21.0,60.0,17.0,57.0,67.0,9.0,69.0
721,2019-01-08,35.0,1.0,23.0,23.0,27.0,60.0,6.0,52.0,61.0,10.0,58.0
722,2019-01-09,35.0,1.0,20.0,13.0,30.0,67.0,12.0,32.0,59.0,11.0,57.0
723,2019-01-10,49.0,1.0,24.0,20.0,24.0,57.0,4.0,50.0,44.0,16.0,55.0
724,2019-01-11,31.0,1.0,16.0,22.0,18.0,77.0,16.0,26.0,60.0,12.0,51.0
725,2019-01-12,36.0,1.0,9.0,8.0,16.0,47.0,4.0,36.0,33.0,8.0,23.0
726,2019-01-13,29.0,1.0,5.0,5.0,13.0,53.0,5.0,35.0,25.0,10.0,14.0
727,2019-01-14,44.0,1.0,24.0,21.0,20.0,51.0,11.0,53.0,70.0,14.0,51.0
728,2019-01-15,34.0,1.0,26.0,21.0,32.0,66.0,9.0,53.0,48.0,12.0,54.0
729,2019-01-16,43.0,1.0,21.0,18.0,26.0,75.0,15.0,25.0,42.0,14.0,44.0
730,2019-01-17,43.0,1.0,26.0,12.0,11.0,64.0,9.0,53.0,53.0,12.0,45.0
731,2019-01-18,45.0,1.0,24.0,23.0,25.0,56.0,14.0,59.0,48.0,14.0,56.0
732,2019-01-19,31.0,1.0,10.0,12.0,19.0,65.0,6.0,24.0,57.0,11.0,26.0
733,2019-01-20,29.0,1.0,6.0,10.0,11.0,56.0,3.0,31.0,22.0,18.0,13.0
734,2019-01-21,31.0,1.0,14.0,16.0,20.0,61.0,9.0,32.0,52.0,12.0,40.0
735,2019-01-22,39.0,1.0,32.0,18.0,13.0,62.0,8.0,38.0,64.0,8.0,71.0
736,2019-01-23,44.0,1.0,27.0,22.0,22.0,50.0,6.0,62.0,36.0,9.0,64.0
737,2019-01-24,53.0,1.0,20.0,23.0,31.0,63.0,19.0,52.0,43.0,11.0,62.0
738,2019-01-25,45.0,1.0,20.0,14.0,11.0,39.0,64.0,33.0,63.0,16.0,43.0
739,2019-01-26,32.0,1.0,6.0,5.0,26.0,63.0,4.0,33.0,34.0,5.0,23.0
740,2019-01-27,32.0,1.0,4.0,13.0,16.0,52.0,4.0,36.0,21.0,12.0,28.0
741,2019-01-28,39.0,,21.0,28.0,20.0,65.0,25.0,14.0,51.0,12.0,53.0
742,2019-01-29,33.0,,17.0,22.0,27.0,64.0,22.0,64.0,46.0,13.0,42.0
743,2019-01-30,37.0,,27.0,23.0,35.0,64.0,19.0,28.0,21.0,7.0,78.0
744,2019-01-31,38.0,,18.0,27.0,21.0,71.0,19.0,58.0,44.0,12.0,52.0
745,2019-02-01,44.0,,19.0,23.0,17.0,58.0,23.0,37.0,56.0,15.0,50.0
746,2019-02-02,30.0,,12.0,5.0,24.0,51.0,7.0,33.0,17.0,1.0,36.0
747,2019-02-03,17.0,,1.0,3.0,14.0,34.0,3.0,16.0,16.0,8.0,50.0
748,2019-02-04,30.0,,11.0,16.0,14.0,67.0,13.0,36.0,51.0,16.0,59.0
749,2019-02-05,33.0,,21.0,24.0,23.0,48.0,16.0,94.0,70.0,12.0,61.0
750,2019-02-06,38.0,,12.0,18.0,29.0,48.0,9.0,50.0,46.0,7.0,58.0
751,2019-02-07,34.0,,21.0,22.0,12.0,70.0,19.0,100.0,61.0,13.0,37.0
752,2019-02-08,31.0,,23.0,16.0,26.0,38.0,3.0,53.0,42.0,9.0,68.0
753,2019-02-09,32.0,,11.0,10.0,23.0,56.0,11.0,57.0,29.0,11.0,21.0
754,2019-02-10,30.0,,13.0,7.0,30.0,63.0,0.0,24.0,28.0,11.0,33.0
755,2019-02-11,49.0,,10.0,16.0,33.0,57.0,15.0,56.0,53.0,7.0,55.0
756,2019-02-12,47.0,,20.0,22.0,43.0,57.0,6.0,36.0,64.0,22.0,47.0
757,2019-02-13,54.0,,25.0,23.0,22.0,57.0,25.0,42.0,43.0,17.0,62.0
758,2019-02-14,33.0,,17.0,10.0,17.0,56.0,13.0,29.0,33.0,12.0,52.0
759,2019-02-15,38.0,,23.0,14.0,27.0,73.0,17.0,76.0,31.0,17.0,52.0
760,2019-02-16,32.0,,11.0,7.0,19.0,54.0,4.0,41.0,25.0,8.0,23.0
761,2019-02-17,29.0,,6.0,9.0,10.0,68.0,0.0,49.0,17.0,11.0,25.0
762,2019-02-18,33.0,,9.0,12.0,16.0,64.0,9.0,43.0,39.0,6.0,44.0
763,2019-02-19,45.0,,25.0,15.0,22.0,57.0,9.0,43.0,50.0,12.0,79.0
764,2019-02-20,58.0,,29.0,19.0,29.0,37.0,19.0,43.0,79.0,7.0,57.0
765,2019-02-21,30.0,,20.0,15.0,31.0,57.0,12.0,57.0,50.0,10.0,64.0
766,2019-02-22,47.0,,20.0,21.0,24.0,65.0,10.0,30.0,56.0,5.0,55.0
767,2019-02-23,39.0,,8.0,4.0,28.0,54.0,4.0,33.0,12.0,10.0,21.0
768,2019-02-24,33.0,,5.0,5.0,5.0,48.0,4.0,40.0,8.0,7.0,22.0
769,2019-02-25,37.0,,13.0,20.0,8.0,69.0,0.0,77.0,78.0,17.0,64.0
770,2019-02-26,50.0,,28.0,18.0,20.0,51.0,19.0,50.0,46.0,12.0,49.0
771,2019-02-27,63.0,,18.0,16.0,18.0,58.0,21.0,14.0,72.0,11.0,77.0
772,2019-02-28,67.0,,16.0,21.0,27.0,55.0,19.0,80.0,70.0,16.0,56.0
773,2019-03-01,54.0,,21.0,14.0,35.0,45.0,16.0,30.0,57.0,15.0,47.0
774,2019-03-02,30.0,,12.0,5.0,26.0,52.0,0.0,16.0,17.0,6.0,43.0
775,2019-03-03,27.0,,4.0,10.0,3.0,50.0,4.0,41.0,20.0,6.0,34.0
776,2019-03-04,69.0,,13.0,9.0,21.0,59.0,16.0,44.0,37.0,9.0,35.0
777,2019-03-05,63.0,,15.0,7.0,19.0,58.0,10.0,51.0,45.0,15.0,39.0
778,2019-03-06,54.0,,26.0,12.0,20.0,47.0,15.0,21.0,64.0,7.0,60.0
779,2019-03-07,37.0,,23.0,3.0,23.0,63.0,6.0,44.0,71.0,10.0,60.0
780,2019-03-08,46.0,,23.0,12.0,13.0,49.0,13.0,45.0,15.0,5.0,47.0
781,2019-03-09,37.0,,6.0,5.0,17.0,67.0,0.0,34.0,17.0,10.0,23.0
782,2019-03-10,14.0,,4.0,9.0,16.0,60.0,4.0,24.0,29.0,4.0,31.0
783,2019-03-11,43.0,,26.0,15.0,21.0,56.0,16.0,43.0,55.0,14.0,56.0
784,2019-03-12,31.0,,24.0,13.0,18.0,47.0,16.0,72.0,33.0,10.0,79.0
785,2019-03-13,31.0,,16.0,19.0,29.0,62.0,19.0,50.0,69.0,13.0,58.0
786,2019-03-14,40.0,,27.0,7.0,31.0,64.0,10.0,36.0,59.0,12.0,54.0
787,2019-03-15,39.0,,21.0,21.0,17.0,58.0,19.0,52.0,15.0,12.0,66.0
788,2019-03-16,29.0,,10.0,9.0,33.0,68.0,15.0,25.0,38.0,9.0,34.0
789,2019-03-17,21.0,,8.0,5.0,19.0,54.0,7.0,25.0,25.0,10.0,31.0
790,2019-03-18,48.0,,22.0,21.0,32.0,60.0,6.0,52.0,59.0,14.0,83.0
791,2019-03-19,42.0,,17.0,12.0,33.0,53.0,12.0,35.0,43.0,16.0,70.0
792,2019-03-20,39.0,,16.0,15.0,34.0,58.0,0.0,29.0,59.0,13.0,64.0
793,2019-03-21,47.0,,19.0,18.0,26.0,53.0,26.0,82.0,26.0,12.0,72.0
794,2019-03-22,47.0,,16.0,16.0,29.0,54.0,7.0,31.0,62.0,11.0,60.0
795,2019-03-23,33.0,,8.0,7.0,10.0,62.0,4.0,33.0,42.0,3.0,49.0
796,2019-03-24,25.0,,7.0,9.0,19.0,52.0,0.0,45.0,22.0,3.0,28.0
797,2019-03-25,45.0,,20.0,21.0,25.0,64.0,19.0,22.0,51.0,11.0,70.0
798,2019-03-26,55.0,,17.0,21.0,25.0,58.0,6.0,59.0,45.0,10.0,80.0
799,2019-03-27,34.0,,18.0,23.0,25.0,75.0,13.0,44.0,52.0,15.0,74.0
800,2019-03-28,30.0,,18.0,17.0,27.0,72.0,10.0,51.0,33.0,12.0,64.0
801,2019-03-29,29.0,,22.0,29.0,22.0,55.0,14.0,62.0,20.0,12.0,53.0
802,2019-03-30,30.0,,5.0,10.0,20.0,63.0,7.0,43.0,21.0,6.0,49.0
803,2019-03-31,38.0,,6.0,10.0,7.0,50.0,0.0,0.0,33.0,12.0,34.0
804,2019-04-01,41.0,,27.0,16.0,20.0,51.0,3.0,79.0,33.0,6.0,63.0
805,2019-04-02,36.0,,26.0,19.0,12.0,48.0,19.0,43.0,25.0,7.0,58.0
806,2019-04-03,55.0,,17.0,24.0,29.0,54.0,16.0,43.0,46.0,7.0,73.0
