,Date, Open, High, Low, Close
518,12/07/17,946.87,947.37,947.37,947.37
519,12/06/17,948.13,947.1,947.1,947.1
520,12/05/17,949.58,948.16,948.16,948.16
521,12/04/17,961.83,949.95,949.95,949.95
522,12/01/17,963.63,961.86,961.86,961.86
523,11/30/17,956.21,963.64,963.64,963.64
524,11/29/17,951.68,956.49,956.49,956.49
525,11/28/17,944.93,951.67,951.67,951.67
526,11/27/17,944.1,944.92,944.92,944.92
527,11/24/17,942.71,944.77,944.77,944.77
528,11/22/17,943.18,942.71,942.71,942.71
529,11/21/17,935.07,943.07,943.07,943.07
530,11/20/17,938.84,934.9,934.9,934.9
531,11/17/17,942.42,938.86,938.86,938.86
532,11/16/17,932.78,942.53,942.53,942.53
533,11/15/17,935.55,933.04,933.04,933.04
534,11/14/17,939.35,935.63,935.63,935.63
535,11/13/17,938.57,939.64,939.64,939.64
536,11/10/17,944.9,938.63,938.63,938.63
537,11/09/17,944.56,944.9,944.9,944.9
538,11/08/17,942.95,945.21,945.21,945.21
539,11/07/17,940.57,943.1,943.1,943.1
540,11/06/17,943.75,940.57,940.57,940.57
541,11/03/17,936.35,943.75,943.75,943.75
542,11/02/17,939.96,936.3,936.3,936.3
543,11/01/17,938.49,940.2,940.2,940.2
544,10/31/17,939.96,938.35,938.35,938.35
545,10/30/17,950.05,939.87,939.87,939.87
546,10/27/17,950.38,950.09,950.09,950.09
547,10/26/17,955.38,950.36,950.36,950.36
548,10/25/17,961.37,960.24,960.24,960.24
549,10/24/17,967.81,961.36,961.36,961.36
550,10/23/17,970.58,967.86,967.86,967.86
551,10/20/17,969.31,970.4,970.4,970.4
552,10/19/17,963.24,969.29,969.29,969.29
553,10/18/17,961.91,963.46,963.46,963.46
554,10/17/17,949.48,961.89,961.89,961.89
555,10/16/17,953.08,949.42,949.42,949.42
556,10/13/17,955.81,953.06,953.06,953.06
557,10/12/17,957.03,955.91,955.91,955.91
558,10/11/17,955.22,957.54,957.54,957.54
559,10/10/17,953.21,955.28,955.28,955.28
560,10/09/17,959.57,953.15,953.15,953.15
561,10/06/17,960.04,959.6,959.6,959.6
562,10/05/17,959.67,960.25,960.25,960.25
563,10/04/17,955.6,959.8,959.8,959.8
564,10/03/17,955.31,955.5,955.5,955.5
565,10/02/17,946.32,955.32,955.32,955.32
566,09/29/17,940.93,946.31,946.31,946.31
567,09/28/17,939.21,940.86,940.86,940.86
568,09/27/17,940.1,939.56,939.56,939.56
569,09/26/17,941.79,940.15,940.15,940.15
570,09/25/17,944.96,941.79,941.79,941.79
571,09/22/17,944.22,944.95,944.95,944.95
572,09/21/17,949.27,944.16,944.16,944.16
573,09/20/17,947.71,949.46,949.46,949.46
574,09/19/17,955.52,948.03,948.03,948.03
575,09/18/17,956.1,955.53,955.53,955.53
576,09/15/17,958.7,955.98,955.98,955.98
577,09/14/17,957.63,958.71,958.71,958.71
578,09/13/17,961.72,958.27,958.27,958.27
579,09/12/17,959.7,961.72,961.72,961.72
580,09/11/17,951.85,959.66,959.66,959.66
581,09/08/17,947.76,951.83,951.83,951.83
582,09/07/17,937.61,947.85,947.85,947.85
583,09/06/17,933.44,937.62,937.62,937.62
584,09/05/17,937.42,933.39,933.39,933.39
585,09/01/17,938.29,937.49,937.49,937.49
586,08/31/17,922.7,938.28,938.28,938.28
587,08/30/17,917.39,922.64,922.64,922.64
588,08/29/17,915.74,917.43,917.43,917.43
589,08/28/17,910.44,915.9,915.9,915.9
590,08/25/17,910.89,910.4,910.4,910.4
591,08/24/17,908.9,911.46,911.46,911.46
592,08/23/17,915.36,908.88,908.88,908.88
593,08/22/17,904.87,915.4,915.4,915.4
594,08/21/17,900.7,904.83,904.83,904.83
595,08/18/17,904.45,900.71,900.71,900.71
596,08/17/17,916.0,904.46,904.46,904.46
597,08/16/17,913.66,916.03,916.03,916.03
598,08/15/17,913.66,913.71,913.71,913.71
599,08/14/17,908.07,913.91,913.91,913.91
600,08/11/17,905.09,908.0,908.0,908.0
601,08/10/17,916.96,905.32,905.32,905.32
602,08/09/17,915.62,917.05,917.05,917.05
603,08/08/17,920.08,915.62,915.62,915.62
604,08/07/17,918.6,920.08,920.08,920.08
605,08/04/17,920.6,918.6,918.6,918.6
606,08/03/17,918.99,920.6,920.6,920.6
607,08/02/17,921.19,919.03,919.03,919.03
608,08/01/17,923.14,921.07,921.07,921.07
609,07/31/17,924.28,923.11,923.11,923.11
610,07/28/17,919.64,924.28,924.28,924.28
611,07/27/17,925.96,919.64,919.64,919.64
612,07/26/17,928.79,925.96,925.96,925.96
613,07/25/17,935.09,928.84,928.84,928.84
614,07/24/17,936.06,935.15,935.15,935.15
615,07/21/17,936.6,936.04,936.04,936.04
616,07/20/17,930.95,936.63,936.63,936.63
617,07/19/17,923.58,930.88,930.88,930.88
618,07/18/17,923.02,923.46,923.46,923.46
619,07/17/17,925.82,923.01,923.01,923.01
620,07/14/17,919.96,925.82,925.82,925.82
621,07/13/17,919.15,919.95,919.95,919.95
622,07/12/17,912.89,919.15,919.15,919.15
623,07/11/17,913.84,913.21,913.21,913.21
624,07/10/17,916.54,913.91,913.91,913.91
625,07/07/17,911.37,916.54,916.54,916.54
626,07/06/17,923.22,911.36,911.36,911.36
627,07/05/17,917.93,923.3,923.3,923.3
628,07/03/17,916.94,918.32,918.32,918.32
629,06/30/17,917.98,916.93,916.93,916.93
630,06/29/17,926.12,917.95,917.95,917.95
631,06/28/17,921.31,926.16,926.16,926.16
632,06/27/17,929.75,921.32,921.32,921.32
633,06/26/17,931.35,929.87,929.87,929.87
634,06/23/17,932.45,931.36,931.36,931.36
635,06/22/17,922.48,932.2,932.2,932.2
636,06/21/17,911.37,922.48,922.48,922.48
637,06/20/17,908.26,911.31,911.31,911.31
638,06/19/17,898.7,908.29,908.29,908.29
639,06/16/17,897.33,898.6,898.6,898.6
640,06/15/17,897.95,897.33,897.33,897.33
641,06/14/17,893.98,898.22,898.22,898.22
642,06/13/17,892.53,894.09,894.09,894.09
643,06/12/17,894.09,892.94,892.94,892.94
644,06/09/17,888.58,894.13,894.13,894.13
645,06/08/17,890.3,888.51,888.51,888.52
646,06/07/17,887.83,890.36,890.36,890.36
647,06/06/17,890.49,887.92,887.92,887.92
648,06/05/17,893.14,890.51,890.51,890.51
649,06/02/17,887.94,893.13,893.13,893.13
650,06/01/17,877.53,887.94,887.94,887.94
651,05/31/17,873.77,877.55,877.55,877.55
652,05/30/17,875.01,873.78,873.78,873.78
653,05/26/17,876.87,875.05,875.05,875.05
654,05/25/17,872.27,876.9,876.9,876.9
655,05/24/17,871.04,872.96,872.96,872.96
656,05/23/17,867.9,870.89,870.89,870.89
657,05/22/17,865.72,867.87,867.87,867.87
658,05/19/17,863.41,865.83,865.83,865.83
659,05/18/17,859.85,863.41,863.41,863.41
660,05/17/17,870.7,859.85,859.85,859.85
661,05/16/17,874.32,870.89,870.89,870.89
662,05/15/17,868.91,874.29,874.29,874.29
663,05/12/17,870.8,869.16,869.16,869.16
664,05/11/17,870.29,870.79,870.79,870.79
665,05/10/17,872.31,870.32,870.32,870.32
666,05/09/17,872.58,873.25,873.25,873.25
667,05/08/17,877.59,872.57,872.57,872.57
668,05/05/17,877.99,877.59,877.59,877.59
669,05/04/17,873.09,878.11,878.11,878.11
670,05/03/17,876.11,872.94,872.94,872.94
671,05/02/17,873.58,876.26,876.26,876.26
672,05/01/17,872.25,873.55,873.55,873.55
673,04/28/17,870.25,872.26,872.26,872.26
674,04/27/17,867.95,870.21,870.21,870.21
675,04/26/17,863.63,867.95,867.95,867.95
676,04/25/17,859.64,863.61,863.61,863.61
677,04/24/17,852.04,859.64,859.64,859.64
678,04/21/17,855.84,851.57,851.57,851.57
679,04/20/17,851.14,855.83,855.83,855.83
680,04/19/17,848.93,851.13,851.13,851.13
681,04/18/17,857.42,848.88,848.88,848.88
682,04/17/17,854.92,857.55,857.55,857.55
683,04/13/17,857.24,854.9,854.9,854.9
684,04/12/17,857.02,857.23,857.23,857.23
685,04/11/17,858.0,856.99,856.99,856.99
686,04/10/17,859.92,858.52,858.52,858.52
687,04/07/17,858.36,859.9,859.9,859.9
688,04/06/17,857.22,858.35,858.35,858.35
689,04/05/17,859.98,857.22,857.22,857.22
690,04/04/17,860.49,860.1,860.1,860.1
691,04/03/17,859.75,860.53,860.53,860.53
692,03/31/17,862.04,859.75,859.75,859.75
693,03/30/17,862.07,862.06,862.06,862.06
694,03/29/17,862.0,862.1,862.1,862.1
695,03/28/17,861.69,862.17,862.17,862.17
696,03/27/17,858.45,861.71,861.71,861.71
697,03/24/17,858.62,858.59,858.59,858.59
698,03/23/17,861.89,858.81,858.81,858.81
699,03/22/17,861.15,861.95,861.95,861.95
700,03/21/17,868.13,861.29,861.29,861.29
701,03/20/17,869.94,868.11,868.11,868.11
702,03/17/17,874.63,869.94,869.94,869.94
703,03/16/17,882.5,874.58,874.58,874.58
704,03/15/17,872.21,882.5,882.5,882.5
705,03/14/17,874.81,872.18,872.18,872.18
706,03/13/17,875.96,875.03,875.03,875.03
707,03/10/17,873.23,876.38,876.38,876.38
708,03/09/17,868.03,873.21,873.21,873.21
709,03/08/17,865.01,868.01,868.01,868.01
710,03/07/17,871.15,865.34,865.34,865.34
711,03/06/17,875.02,871.16,871.16,871.16
712,03/03/17,871.54,875.04,875.04,875.04
713,03/02/17,873.61,871.6,871.6,871.6
714,03/01/17,864.68,873.61,873.61,873.61
715,02/28/17,866.72,864.61,864.61,864.61
716,02/27/17,863.16,866.68,866.68,866.68
717,02/24/17,858.74,863.34,863.34,863.34
718,02/23/17,853.33,859.65,859.65,859.65
719,02/22/17,854.54,853.32,853.32,853.32
720,02/21/17,850.54,854.53,854.53,854.53
721,02/17/17,849.58,850.54,850.54,850.54
722,02/16/17,850.79,849.58,849.58,849.58
723,02/15/17,840.8,850.8,850.8,850.8
724,02/14/17,834.75,840.97,840.97,840.97
725,02/13/17,829.21,834.87,834.87,834.87
726,02/10/17,828.54,829.52,829.52,829.52
727,02/09/17,824.92,828.53,828.53,828.53
728,02/08/17,825.93,824.93,824.93,824.93
729,02/07/17,825.41,826.09,826.09,826.09
730,02/06/17,825.74,825.35,825.35,825.35
731,02/03/17,820.96,825.74,825.74,825.74
732,02/02/17,819.85,820.89,820.89,820.89
733,02/01/17,813.54,819.85,819.85,819.85
734,01/31/17,802.56,814.06,814.06,814.06
735,01/30/17,806.11,802.77,802.77,802.77
736,01/27/17,799.68,806.11,806.11,806.11
737,01/26/17,804.86,799.68,799.68,799.68
738,01/25/17,798.5,805.39,805.39,805.39
739,01/24/17,803.76,798.49,798.49,798.49
740,01/23/17,807.33,803.72,803.72,803.72
741,01/20/17,809.86,807.33,807.33,807.33
742,01/19/17,814.77,809.7,809.7,809.7
743,01/18/17,815.82,814.8,814.8,814.8
744,01/17/17,819.52,815.82,815.82,815.82
